geo,EU_OTH_other,EU_OTH_primary,EU_OTH_secundary,EU_OTH_tertiary,FOR_other,FOR_primary,FOR_secundary,FOR_tertiary,NAT_other,NAT_primary,NAT_secundary,NAT_tertiary,NEU_other,NEU_primary,NEU_secundary,NEU_tertiary,OTH_other,OTH_primary,OTH_secundary,OTH_tertiary,TOTAL_other,TOTAL_primary,TOTAL_secundary,TOTAL_tertiary,UNK_other,UNK_primary,UNK_secundary,UNK_tertiary,pct_native_tertiary,pct_fborn_primary,pct_fborn_secundary,pct_fborn_tertiary,pct_non_eu_primary,pct_non_eu_secundary,pct_non_eu_tertiary,pct_eu_fborn_primary,pct_eu_fborn_secundary,pct_eu_fborn_tertiary
ES1,103610,11675,42115,21625,332655,34280,139345,67655,5098295,604350,1733775,869045,229045,22605,97225,46030,0,0,0,0,5432170,638810,1873565,936765,1220,180,440,70,0.0978509927026531,0.003859790954262378,0.015689689921869632,0.007617682526564212,0.0025452326289702757,0.010947146310623095,0.005182793979716956,0.0013145583252921022,0.004741980631235708,0.0024348885468472555
ES11,62815,7665,24570,13625,205940,21425,84805,44475,3235615,391215,1050070,510960,143125,13760,60240,30850,0,0,0,0,3442450,412765,1135165,555485,885,125,290,50,0.09213350847883964,0.0038632386471722626,0.01529157309094253,0.008019488393604965,0.002481127831276095,0.010862146842737787,0.005562703022882814,0.0013821108158961677,0.0044303278208178525,0.002456785370722151
ES12,26625,2975,10920,5220,74900,8520,31835,14015,1205710,143440,437455,234180,48280,5545,20915,8790,0,0,0,0,1280810,151995,469365,248200,200,35,85,5,0.10890218892562675,0.003962108846384576,0.014804429005240958,0.006517483037802797,0.002578626003897004,0.009726233159874812,0.004087668633770003,0.001383482842487572,0.005078195845366147,0.002427489222784916
ES13,14175,1035,6635,2775,51810,4335,22705,9170,656970,69695,246255,123900,37625,3300,16070,6385,0,0,0,0,708915,74050,269035,133085,140,20,75,15,0.10454946269676858,0.003657965462392993,0.019158963281114858,0.007737841589421856,0.002784610386596742,0.013560208761396861,0.00538779918740006,8.733550757962509e-4,0.005598754519717995,0.0023416041887290785
ES2,165405,14930,83495,25770,517215,57725,221275,70915,4920050,516110,1617505,1058700,351805,42795,137780,45145,0,0,0,0,5439035,574020,1839585,1129765,1760,190,800,160,0.11786375697822576,0.0064264526037291795,0.024634271111133376,0.007894878932757986,0.004764314234328111,0.01533887639223571,0.005025936817589499,0.001662138369401068,0.009295394718897667,0.002868942115168488
ES21,42920,3940,17705,9030,181565,20510,70760,30395,2448650,248895,787260,581695,138650,16570,53050,21365,0,0,0,0,2630970,269495,858195,612125,765,90,175,35,0.13308707703536093,0.004692520908715483,0.016189311530995003,0.0069541283773967375,0.0037910810071874962,0.012137407811182659,0.004888137943184119,9.014399015279864e-4,0.004050759760546446,0.0020659904342126187
ES22,24100,2515,11510,4205,86240,9375,36195,12235,691175,70320,224540,149820,62145,6855,24685,8030,0,0,0,0,777610,79715,260835,162100,195,20,100,40,0.1170231046818615,0.007322731320200585,0.028271601081030415,0.009556652554949776,0.005354381141330667,0.01928123974817615,0.006272163466795807,0.00196444472216581,0.008990361332854264,0.0032844890881539687
ES23,16590,2185,8940,1620,52365,7720,22545,4710,338830,39375,115340,61235,35775,5540,13605,3095,0,0,0,0,391315,47125,137945,65960,115,25,65,15,0.09533039098926589,0.012018463598222139,0.03509796137589613,0.007332508231557807,0.008624648747946976,0.0211802068981622,0.0048182830099090055,0.0034015988292895563,0.013917754477733928,0.002522009200663195
ES24,81800,6290,45340,10910,197035,20115,91780,23570,1441405,157515,490365,265945,115240,13830,46440,12660,0,0,0,0,1639135,177685,582610,289590,695,55,465,75,0.09890034287584325,0.007480420376196533,0.03413139359320496,0.00876527508162825,0.005143137648660106,0.017270232277930248,0.004708034897471941,0.002339142141003042,0.01686116131527471,0.00405724018415631
ES3,343460,21050,172575,79960,1168755,100195,518205,258335,6731165,516950,1987495,1557590,825295,79150,345630,178375,0,0,0,0,7902795,617460,2507175,1816315,2865,315,1475,400,0.12127226132253482,0.007801073596525001,0.04034687702068205,0.020113681796080505,0.006162532812664842,0.026910375439562213,0.013888083265433875,0.0016389300784156024,0.013436501581119836,0.00622559853064663
ES30,343460,21050,172575,79960,1168755,100195,518205,258335,6731165,516950,1987495,1557590,825295,79150,345630,178375,0,0,0,0,7902795,617460,2507175,1816315,2865,315,1475,400,0.12127226132253482,0.007801073596525001,0.04034687702068205,0.020113681796080505,0.006162532812664842,0.026910375439562213,0.013888083265433875,0.0016389300784156024,0.013436501581119836,0.00622559853064663
ES4,214830,24890,105915,24070,528110,62025,219985,63990,6724585,797145,2126650,975880,313275,37135,114065,39915,0,0,0,0,7254745,859545,2347585,1040150,2055,375,955,285,0.08484419047950252,0.005392528706901611,0.019125762637448623,0.005563368189514455,0.003228561927138917,0.0099169494067349,0.003470258497960142,0.002163966779762694,0.009208378524651095,0.0020926749854916853
ES41,90215,11040,42130,11540,216910,26000,89825,28315,2841515,384825,995585,495260,126695,14960,47700,16775,0,0,0,0,3059600,411050,1086010,523720,1165,230,600,145,0.09748483381164401,0.005117727414091072,0.01768076403733579,0.00557340198961495,0.0029446616198000935,0.00938906144815939,0.003301918360437605,0.002173065794290978,0.008292686767525264,0.002271483629177345
ES42,100355,10640,55335,10295,255285,29430,111695,30000,2490020,263645,723115,308525,154930,18790,56360,19705,0,0,0,0,2745865,293165,835010,338625,555,95,200,95,0.07323748743372663,0.006986076509762822,0.026514094996872527,0.0071213827826328464,0.0044603594161890395,0.01337870445430624,0.0046775615910593414,0.002525717093573783,0.013135390542566286,0.002443821191573505
ES43,24260,3210,8450,2235,55910,6600,18455,5675,1393045,148680,407955,172095,31655,3390,10005,3435,0,0,0,0,1449290,155330,426570,177815,330,50,155,40,0.07790611610204594,0.0029877705120631235,0.008354440121231052,0.0025690299478724585,0.001534627581196059,0.004529188480786599,0.0015549987437783075,0.0014531429308670646,0.0038252516404444535,0.0010117677415850122
ES5,774260,63635,382835,182870,2564230,257330,1060990,464140,14475030,1354630,4615555,2460165,1789970,193695,678160,281265,0,0,0,0,17044470,1612635,5678340,2925110,5210,675,1790,805,0.09024632844048847,0.009439646404851258,0.03892033746194822,0.017026065683548995,0.007105321223283972,0.02487696967284782,0.010317654941361245,0.0023343251815672863,0.014043551204294997,0.006708227326993159
ES51,280380,20105,117735,85100,1391515,136685,517780,263325,8020010,711525,2535365,1458350,1111130,116580,400045,178225,0,0,0,0,9414845,848645,3054095,1722090,3330,435,950,415,0.09696685599921541,0.00908829479360425,0.03442760564972315,0.017508689516229574,0.007751497289668826,0.026599311487781486,0.011850322563486245,0.0013367975039354242,0.007828294161941664,0.0056583669527433276
ES52,401325,37800,216955,74585,903905,94755,417985,152375,5361785,538655,1703200,844540,502570,56960,201025,77795,0,0,0,0,6267185,633610,2121805,997265,1495,195,625,345,0.08428656473914568,0.009456714237167867,0.04171563189723614,0.015207290716990698,0.005684707328891158,0.020062645554605775,0.00776407666171151,0.003772505916995888,0.021652487333911185,0.007443713063998368
ES53,92560,5730,48140,23190,268825,25885,125225,48435,1093235,104450,376995,157275,176265,20160,77090,25250,0,0,0,0,1362435,130380,502440,205755,380,45,210,45,0.07145583164092849,0.011760509947705826,0.05689433487353533,0.022005806425232054,0.009159431351970232,0.03502482951008855,0.011472006033593668,0.002603350280098682,0.02187177704780987,0.010536072076001471
ES6,389975,35185,190980,83160,1171220,127255,461255,182770,11841055,1168135,3402810,1637940,781250,92070,270270,99605,0,0,0,0,13014700,1295725,3865100,1820950,2425,335,1040,235,0.08191143689075199,0.006363871632375206,0.0230668155262365,0.009140110944553978,0.004604311509903621,0.01351588217423321,0.004981127923796569,0.0017595601224715857,0.009550683307933024,0.004158732976687141
ES61,331260,28785,159320,72830,850235,87345,348075,152360,10026965,1000215,2882465,1391510,518980,58560,188760,79530,0,0,0,0,10879190,1087850,3231415,1544080,1990,295,880,205,0.08311226466004103,0.005216951913195941,0.02078986246706368,0.00910017509295934,0.003497678218979384,0.011274278357488876,0.0047501767205503824,0.0017192736942165567,0.009515882750133119,0.004349998372408957
ES62,57410,6385,31060,10085,280895,35470,106870,27715,1632030,150980,467635,222275,223480,29085,75810,17630,0,0,0,0,1913170,186490,574585,250020,235,40,80,30,0.0760105530791498,0.012129543663108507,0.03654593547438416,0.009477595224782979,0.00994608901724023,0.025924463070207387,0.00602886537300826,0.002183454645868278,0.010621472404176775,0.0034487298517747195
ES63,680,10,375,150,14430,1595,2460,1270,95940,9460,29310,12545,13755,1590,2090,1120,0,0,0,0,110385,11060,31780,13810,15,0,5,0,0.07510402011554465,0.009548896937767533,0.014727452330349926,0.007603196934774149,0.009518963091567635,0.012512347711557459,0.006705181548777203,5.986769239979645e-5,0.002245038464992367,8.980153859969467e-4
ES64,625,5,230,100,25660,2845,3845,1430,86115,7480,23400,11615,25035,2840,3610,1330,0,0,0,0,111960,10325,27320,13040,180,0,80,0,0.07141320052875895,0.017492083986596574,0.023640443911586585,0.008792154692735712,0.017461342186971627,0.022195579329213934,0.008177318700236712,3.0741799624950045e-5,0.001414122782747702,6.148359924990009e-4
ES7,119435,9505,61690,32285,362985,32320,171225,81605,2238920,242855,701450,333275,243545,22815,109535,49330,0,0,0,0,2602345,275240,872790,414935,445,65,120,55,0.08001205192410649,0.007759326436687785,0.04110738456441417,0.019591579018128302,0.0054773834360467765,0.026296962290921926,0.011843056099065856,0.0022819430006410088,0.01481042227349225,0.007750923700756966
ES70,119435,9505,61690,32285,362985,32320,171225,81605,2238920,242855,701450,333275,243545,22815,109535,49330,0,0,0,0,2602345,275240,872790,414935,445,65,120,55,0.08001205192410649,0.007759326436687785,0.04110738456441417,0.019591579018128302,0.0054773834360467765,0.026296962290921926,0.011843056099065856,0.0022819430006410088,0.01481042227349225,0.007750923700756966
ESZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ESZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FI,94246,0,59690,17782,209401,0,131826,32719,5990939,0,3065298,1198045,115155,0,72136,14937,55483,0,40040,15237,6262953,0,3240752,1246847,7130,0,3588,846,0.111440324180563,0,0.012262254068442254,0.003043471628247554,0,0.006709981031671676,0.0013894170271442805,0,0.005552273036770577,0.0016540546011032736
FI1,90993,0,57510,17403,205397,0,129157,32248,5962584,0,3049966,1193288,114404,0,71647,14845,55434,0,39997,15231,6230364,0,3222590,1241584,6949,0,3470,817,0.11157920052273412,0,0.012076912532359976,0.003015371023975042,0,0.0066994011335506035,0.0013880917530051321,0,0.005377511398809373,0.00162727927096991
FI19,18241,0,11336,3625,39622,0,23931,6247,1535285,0,811184,286257,21381,0,12595,2622,7633,0,5608,1997,1583961,0,841440,294681,1421,0,717,180,0.10523837149027125,0,0.008797896534001549,0.0022966219400738655,0,0.004630375113691425,9.6394152823334e-4,0,0.004167521420310123,0.0013326804118405254
FI1B,44164,0,27977,8091,102809,0,66739,16552,1660932,0,742511,418471,58645,0,38762,8461,25824,0,18294,7426,1792677,0,829120,442821,3112,0,1576,372,0.13654915555543953,0,0.0217772655515304,0.005400999406777614,0,0.012648232177713502,0.002760866117734739,0,0.0091290333738169,0.002640133289042876
FI1C,15497,0,9919,2744,34974,0,21762,4884,1286003,0,697269,238240,19477,0,11843,2140,15009,0,11045,3908,1337356,0,730684,247150,1370,0,608,118,0.10290300148151987,0,0.00939966050302567,0.0021095460847705802,0,0.0051153469045737065,9.24330184563686e-4,0,0.004284313598451963,0.0011852159002068944
FI1D,13091,0,8278,2943,27992,0,16725,4565,1480364,0,799002,250320,14901,0,8447,1622,6968,0,5050,1900,1516370,0,821346,256932,1046,0,569,147,0.09647551421233247,0,0.006445961070634629,0.001759390869204609,0,0.0032555475733124493,6.251329660131162e-4,0,0.00319041349732218,0.0011342579031914926
FI2,3253,0,2180,379,4004,0,2669,471,28355,0,15332,4757,751,0,489,92,49,0,43,6,32589,0,18162,5263,181,0,118,29,0.08492519727211055,0,0.04764880208519299,0.008408612132681115,0,0.008729960367051095,0.0016424465312243368,0,0.038918841718141896,0.006766165601456779
FI20,3253,0,2180,379,4004,0,2669,471,28355,0,15332,4757,751,0,489,92,49,0,43,6,32589,0,18162,5263,181,0,118,29,0.08492519727211055,0,0.04764880208519299,0.008408612132681115,0,0.008729960367051095,0.0016424465312243368,0,0.038918841718141896,0.006766165601456779
FIZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FIZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FR,2343193,498778,952844,450522,8345527,1184526,3453272,1666749,69560318,7125219,27402340,11124694,6002333,685748,2500428,1216228,0,0,0,0,77907859,8309752,30855618,12791449,2014,7,6,4,0.08566373991240328,0.009121233103892961,0.026591310687267864,0.01283450608486474,0.005280481271435486,0.01925410387572824,0.009365348751721387,0.0038407518324574757,0.007337206811539624,0.003469165033466606
FR1,625903,118356,246327,146835,2866548,328583,1141417,693604,11578064,642894,3786248,2665988,2240646,210227,895090,546769,0,0,0,0,14444945,971478,4927665,3359592,334,1,0,0,0.11247148122148122,0.013862109174609175,0.04815357784107784,0.02926144801144801,0.008868960431460432,0.037761647136647133,0.023066840254340255,0.004993148743148743,0.010391930704430704,0.006194607757107757
FR10,625903,118356,246327,146835,2866548,328583,1141417,693604,11578064,642894,3786248,2665988,2240646,210227,895090,546769,0,0,0,0,14444945,971478,4927665,3359592,334,1,0,0,0.11247148122148122,0.013862109174609175,0.04815357784107784,0.02926144801144801,0.008868960431460432,0.037761647136647133,0.023066840254340255,0.004993148743148743,0.010391930704430704,0.006194607757107757
FR2,249010,62179,105067,38175,788616,124527,330869,135246,12077797,1560250,5014457,1507269,539606,62348,225803,97070,0,0,0,0,12866968,1684777,5345331,1642518,555,0,3,3,0.06997666715537906,0.0057813067414362596,0.015360967342281382,0.006278948433289876,0.0028945763787376864,0.010483159524733845,0.004506584478797511,0.0028867303626985727,0.004877854243677945,0.0017723175283619551
FR21,37652,9704,15346,4557,108216,18255,43142,16359,1488592,196729,623496,177837,70564,8551,27796,11802,0,0,0,0,1596856,214984,666637,194199,49,0,0,3,0.06653892952232145,0.006830233069777257,0.01614187428629583,0.00612083170575109,0.003199415118031516,0.010400063456999651,0.00441579899696035,0.003630817951745741,0.005741810829296181,0.00170503270879074
FR22,40964,11118,16819,6059,132839,21957,54486,22996,2183242,272606,890112,256867,91875,10839,37667,16937,0,0,0,0,2316450,294563,944596,279863,368,0,0,0,0.06697141838084074,0.005724719147995345,0.014205813521777763,0.00599561149188418,0.0028259885615121165,0.009820694819307767,0.004415884146723011,0.0028987305864832283,0.004385118702469996,0.0015797273451611691
FR23,25305,5871,10415,4966,117754,16167,48074,21605,2095349,259994,861915,258689,92449,10295,37659,16639,0,0,0,0,2213172,276161,909989,280294,70,0,0,0,0.07030325990538143,0.0043936649911295094,0.013064950255678854,0.005871536595122969,0.0027978462970049047,0.010234491860020177,0.004521939245834348,0.001595546926635823,0.0028304583956586774,0.0013495973492886214
FR24,69536,17288,30855,9527,226016,34932,99719,37218,2821996,355889,1164542,373800,156481,17644,68864,27691,0,0,0,0,3048020,390821,1264261,411018,8,0,0,0,0.07309175381101735,0.006830500653093787,0.01949876029502632,0.007277498377042385,0.0034500559235997592,0.013465464244092826,0.0054146167864657065,0.0033804447294940284,0.006033296050933494,0.0018628815905766779
FR25,22469,3635,9269,5760,62908,7649,26456,15289,1689979,241568,702769,205393,40440,4013,17187,9528,0,0,0,0,1752888,249216,729226,220682,0,0,0,0,0.06957729169122619,0.002591114128262351,0.00896202318960763,0.005179179488430264,0.0013594118181091406,0.005822130804346324,0.0032276291559790405,0.0012313635581427177,0.0031398923852613064,0.00195121158044073
FR26,53085,14562,22363,7306,140884,25568,58994,21779,1798638,233464,771624,234683,87799,11006,36631,14473,0,0,0,0,1939580,259032,830621,256461,59,0,3,0,0.07142570184563748,0.007781613260394912,0.017954806503587977,0.006628432227712014,0.003349672854501971,0.01114863404808847,0.004404853282137655,0.0044319404058929405,0.006806172455499508,0.0022235789455743596
FR3,91177,21694,36332,15386,267258,40239,100079,46269,4634607,532893,1857556,604965,176080,18544,63747,30883,0,0,0,0,4902859,573134,1957635,651234,995,3,0,0,0.07482688016196194,0.004977079386141656,0.012378566263716065,0.005722917719560334,0.00229366932917346,0.007884735694932084,0.0038198549338257105,0.0026832863690190384,0.004493830568783982,0.0019030627857346235
FR30,91177,21694,36332,15386,267258,40239,100079,46269,4634607,532893,1857556,604965,176080,18544,63747,30883,0,0,0,0,4902859,573134,1957635,651234,995,3,0,0,0.07482688016196194,0.004977079386141656,0.012378566263716065,0.005722917719560334,0.00229366932917346,0.007884735694932084,0.0038198549338257105,0.0026832863690190384,0.004493830568783982,0.0019030627857346235
FR4,239661,52999,102413,37756,640976,103767,269922,99396,5768175,621292,2419759,829180,401315,50768,167511,61639,0,0,0,0,6409228,725059,2689681,928578,77,0,0,1,0.07711475961135159,0.009650458598363587,0.025103077912896163,0.0092439502235098555,0.0047214864274935445,0.0155787289819546,0.005732502795151958,0.004928972170870043,0.009524534933400889,0.0035113544271282355
FR41,122915,30228,51370,14657,260926,47275,106580,35195,2531312,288983,1081292,349328,138011,17047,55209,20538,0,0,0,0,2792296,336258,1187872,384525,57,0,0,1,0.07431007045170222,0.010056475806703793,0.022672008280877634,0.007486782993483659,0.003626287532033412,0.011744219414327016,0.00436890322830423,0.006430188274670381,0.010927576143635617,0.0031178797651794285
FR42,87873,14797,38794,19148,266646,36962,116223,48478,1943704,183037,806702,302230,178773,22165,77427,29329,0,0,0,0,2210366,219999,922923,350708,16,0,0,0,0.08159566047047567,0.009978952461071772,0.03137773366925882,0.013088027092901829,0.005984077736585029,0.02090364028470873,0.007918205095253882,0.003994874724486744,0.010473553427163529,0.005169552018954664
FR43,28874,7974,12247,3951,113405,19530,47121,15722,1293158,149272,531765,177623,84531,11556,34874,11771,0,0,0,0,1406567,168802,578886,193344,4,0,0,0,0.07566155889485385,0.00831913797884562,0.02007199696370632,0.006697055161464969,0.004922476112828468,0.014855177566526481,0.0050140590450072605,0.003396661866017152,0.005216819397179842,0.0016829961164577085
FR5,137873,19266,57403,33223,427564,44966,182192,101797,9800254,1191650,4040468,1404215,289691,25700,124788,68574,0,0,0,0,10227833,1236620,4222661,1506012,16,3,2,0,0.08167304770522824,0.0026153475522717627,0.010596793160243227,0.00592079648575832,0.001494783438450925,0.007258016953984982,0.003988454455577189,0.0011205641138208374,0.003338718043478539,0.0019323420301811318
FR51,43993,6201,17961,10667,172602,17495,72064,39702,4144122,492864,1683501,578638,128610,11294,54103,29035,0,0,0,0,4316733,510362,1755567,618342,9,3,0,0,0.08035518380492498,0.002429522327719857,0.01000749339953151,0.005513397853965919,0.001568392407503176,0.007513257873485419,0.004032076638202118,8.611299202166809e-4,0.0024942355260460904,0.0014813212157638019
FR52,47391,5333,19975,12679,147387,13440,63294,37339,3673748,420900,1512127,568099,99995,8107,43319,24660,0,0,0,0,3821140,434340,1575424,605437,6,0,2,0,0.08826427934753613,0.002088142937112872,0.009833848144465931,0.005801277464944757,0.0012595665767242599,0.006730376777737537,0.0038313694069347787,8.285763603886121e-4,0.003103471366728394,0.001969908058009978
FR53,46487,7731,19467,9877,107574,14031,46833,24755,1982386,277887,844839,257478,61086,6300,27366,14879,0,0,0,0,2089959,291918,891672,282233,0,0,0,0,0.07241107581960873,0.003945967441198589,0.013170942425604269,0.00696190036397057,0.0017717621608973777,0.0076961973484313715,0.0041844522526971566,0.002174205280301211,0.005474745077172898,0.0027777293433624444
FR6,308550,66359,126112,56263,753816,117893,326183,157552,7368579,810074,3041723,1222149,445267,51534,200072,101288,0,0,0,0,8122395,927967,3367907,1379699,0,0,0,0,0.08857456402276045,0.008544229121273509,0.023639930169427847,0.011418492925914889,0.0037348977762522713,0.014500106102579742,0.007340791049812552,0.004809331345021238,0.009139896541287818,0.004077629401662622
FR61,146672,30777,62066,25370,340193,53347,150890,69403,3492438,376218,1468151,558335,193521,22570,88824,44033,0,0,0,0,3832630,429565,1619041,627739,0,0,0,0,0.08577925095733199,0.008195914103219017,0.023181837386070773,0.010662661939859963,0.0034675198475950515,0.013646388256215456,0.006764966834255777,0.004728394255623965,0.009535449129855315,0.003897695105604185
FR62,136108,31057,52647,26187,352935,56211,148510,77035,3074846,319829,1226126,551184,216827,25154,95863,50848,0,0,0,0,3427781,376040,1374637,628219,0,0,0,0,0.09492244876028062,0.009680407572179407,0.02557572945765711,0.013266623922770287,0.004331909627485738,0.0165090980607325,0.008756815645161595,0.0053484979446936694,0.00906663139692461,0.004509808277608691
FR63,25771,4525,11399,4705,60689,8335,26783,11113,801296,114027,347445,112630,34919,3810,15385,6407,0,0,0,0,861985,122362,374229,123743,0,0,0,0,0.07598229530890449,0.005622946207934999,0.0180683105323483,0.007497036737706256,0.002570296946878506,0.010379007487592077,0.004322281506207503,0.0030526492610564934,0.007689977663377451,0.003174080612877525
FR7,294791,71073,116640,50771,989382,152982,402051,172370,8167632,783795,3216569,1381449,694590,81909,285410,121598,0,0,0,0,9157031,936777,3618620,1553819,18,0,0,0,0.09049041326267025,0.010020930488023678,0.026335942291514085,0.01129092173079605,0.005365365829597805,0.018695492087872023,0.007965153452580717,0.004655564658425872,0.00764038469965801,0.003325702774231283
FR71,252967,60402,98882,45451,893247,135786,361670,156351,6682171,591526,2574339,1170997,640281,75384,262788,110900,0,0,0,0,7575436,727312,2936009,1327348,18,0,0,0,0.09318695013291708,0.01080573495128363,0.02878139248398768,0.012442280245151541,0.005998994915289981,0.020912446617309025,0.008825328134692492,0.004806740035993651,0.007868945866678656,0.0036169521104590483
FR72,41825,10671,17758,5321,96135,17196,40381,16018,1485460,192269,642231,210453,54309,6525,22622,10698,0,0,0,0,1581595,209465,682611,226471,0,0,0,0,0.07794145641229239,0.006368553950125586,0.014955139396372488,0.0059322805985759265,0.0024165395745853364,0.008378077893681148,0.003962013849641982,0.003952014375540249,0.006576691151798683,0.0019706370998266018
FR8,389953,86465,160127,69773,1440394,247516,631552,244198,7956894,732793,3236194,1311577,1050440,161051,471426,174425,0,0,0,0,9397307,980309,3867746,1555776,18,0,0,0,0.08300522405411559,0.015664441383905388,0.03996876680654267,0.015454456508132515,0.010192367157352843,0.02983493973661897,0.011038761891706788,0.005472074226552544,0.010133890356504702,0.0044156946164257286
FR81,144602,31836,57235,24078,435055,73279,188132,75407,2744816,267612,1122189,432806,290455,41443,130897,51330,0,0,0,0,3179878,340891,1310320,508213,6,0,0,0,0.08106040827059417,0.013724453121400512,0.035235317275554,0.01412300708969075,0.007761875990532096,0.0245157513098154,0.00961361616181291,0.005962577130868417,0.010719565965738594,0.004509578218276472
FR82,225769,50838,93703,43884,951408,165910,418698,162420,4896275,433162,1972615,832365,725638,115072,324994,118537,0,0,0,0,5847695,599072,2391313,994786,12,0,0,0,0.08465131122502839,0.01687300528655633,0.04258148133006186,0.016518073164019525,0.011702793468353987,0.03305180808932004,0.012055183097176347,0.005170211818202343,0.009529571540993237,0.004462991766591755
FR83,19583,3791,9188,1811,53931,8327,24723,6370,315803,32019,141390,46407,34347,4536,15535,4559,0,0,0,0,369734,40346,166113,52777,0,0,0,0,0.0737825333481724,0.013239105203745806,0.039307121166351336,0.01012766904621842,0.007211790705439051,0.024699111245369415,0.0072483584272699814,0.006027314498306756,0.014608009920981923,0.0028793106189484393
FR9,6274,386,2424,2337,170974,24054,69006,16319,2208318,249579,789365,197901,164702,23667,66582,13982,0,0,0,0,2379291,273632,858371,214221,0,0,0,0,0.05312044106653711,0.006456557012923045,0.018522539836774245,0.004380333994092092,0.006352678757165117,0.01787189153714319,0.003753038170561654,1.036098364924044e-4,6.506482996310577e-4,6.272958235304381e-4
FR91,1296,76,541,425,23104,4434,10783,2470,477414,60871,183418,46826,21808,4358,10242,2046,0,0,0,0,500517,65305,194201,49296,0,0,0,0,0.05785852055864251,0.005478680223743666,0.013323547328062235,0.003051948613587473,0.005384774112556359,0.012655084089215748,0.0025280513617003926,9.390611118730686e-5,6.68463238846487e-4,5.251328586132291e-4
FR92,1321,105,524,477,13643,2020,6292,2694,459285,65699,183497,51299,12322,1916,5769,2217,0,0,0,0,472928,67719,189790,53993,0,0,0,0,0.06539652996443278,0.0025751182387211097,0.0080211108703134755,0.003434340858967658,0.0024425378937572503,0.007354384712466377,0.002826256007546881,1.33855155973127e-4,6.680009688563671e-4,6.080848514207768e-4
FR93,1294,62,523,437,95301,12621,35110,3380,244770,8246,57749,17320,94007,12559,34588,2943,0,0,0,0,340071,20867,92859,20699,0,0,0,0,0.036501888319395735,0.026598748988400325,0.07399430132182358,0.007123347720528729,0.02646808403021311,0.07289418667386026,0.006202370515241435,1.306649581872134e-4,0.0011022221472889128,9.209772052872943e-4
FR94,2365,144,836,1000,38926,4978,16820,7776,1026847,114763,364701,82457,36563,4834,15983,6776,0,0,0,0,1065775,119741,381520,90233,0,0,0,0,0.04975474711709445,0.0030037368707192375,0.01014922743380827,0.004692056630516832,0.002916846933117074,0.009644179671495695,0.004088654286057363,8.688993760216355e-5,5.044443599681162e-4,6.034023444594691e-4
FRZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FRZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HR,80630,137,49688,12643,625256,4732,449070,88942,4367166,29961,2482011,505860,0,0,0,0,1059,5,676,152,5005374,34786,2934385,595233,11893,88,2628,277,0.05902836689585191,5.5217299678008e-4,0.05240159079966832,0.010378565232378248,0,0,0,1.5986411783362416e-5,0.0057980498444650495,0.001475300760416431
HR0,80630,137,49688,12643,625256,4732,449070,88942,4367166,29961,2482011,505860,0,0,0,0,1059,5,676,152,5005374,34786,2934385,595233,11893,88,2628,277,0.05902836689585191,5.5217299678008e-4,0.05240159079966832,0.010378565232378248,0,0,0,1.5986411783362416e-5,0.0057980498444650495,0.001475300760416431
HR03,51556,95,31969,7658,425013,3827,303514,57574,2928797,18797,1667908,329590,0,0,0,0,662,5,410,81,3361906,22701,1973838,387463,7434,72,2006,216,0.05736082095292859,6.660392056399093e-4,0.052822634821163165,0.01002000032022789,0,0,0,1.653350523537794e-5,0.005563785567050499,0.0013327745588686767
HR04,29074,42,17719,4985,200243,905,145556,31368,1438369,11164,814103,176270,0,0,0,0,396,0,266,71,1643468,12085,960547,207770,4459,16,622,61,0.06242142874849055,3.2048217517095334e-4,0.05154486573390418,0.011108160078190567,0,0,0,1.4873205919535956e-5,0.006274722278291848,0.0017653078930687318
HRZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRZZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
