geo,eu_fborn,fborn,native_born,non_eu_fborn,OTH,total_pop,UNK,pct_fborn,pct_non_eu_fborn,pct_eu_fborn,pct_fborn_sq,pct_non_eu_fborn_sq,pct_eu_fborn_sq,country_code,non_eu_prop
UKL1,33885,78820,1854755,44935,70,1933645,0,0.04076239433815411,0.023238495173622874,0.017523899164531235,0.0016615727921791782,5.400276579344937e-4,3.070870419286585e-4,UK,0.5700964222278609
UKL2,33220,88915,1040830,55695,65,1129810,0,0.07869907329550986,0.04929589931050354,0.029403173985006328,0.006193544137572033,0.002430085688831303,8.645466403925529e-4,UK,0.6263847494798404
UKM,159040,369040,4926120,210000,245,5295405,0,0.06969060912243728,0.03965702340047645,0.030033585721960833,0.004856780999856339,0.0015726795049859368,9.020162713183696e-4,UK,0.5690440060698028
UKM2,75410,163620,1857565,88210,110,2021295,0,0.08094810505146453,0.04364033948532995,0.03730776556613458,0.0065525957114229375,0.0019044792303948483,0.0013918693715376572,UK,0.5391150226133724
UKM3,46400,130910,2201035,84515,100,2332050,0,0.05613516005231449,0.03624064664136704,0.019896657447310305,0.0031511561940989643,0.001313384468984428,3.958769775756086e-4,UK,0.6455962111374226
UKM5,23760,50460,425285,26700,20,475765,0,0.10606076529379001,0.05612014334808151,0.04994062194570849,0.011248885934704411,0.0031494704894092177,0.0024940657203241802,UK,0.5291319857312723
UKM6,13470,24045,442240,10575,10,466295,0,0.0515660686904213,0.02267877631113351,0.02888729237928779,0.002659059440185248,5.143268949704304e-4,8.344756610064584e-4,UK,0.43980037429819085
UKN,83000,119125,1691675,36125,60,1810865,0,0.06578347916603391,0.01994902988350871,0.045834449282525204,0.004327466131188018,3.9796379329312356e-4,0.002100796741032375,UK,0.30325288562434416
UKN0,83000,119125,1691675,36125,60,1810865,0,0.06578347916603391,0.01994902988350871,0.045834449282525204,0.004327466131188018,3.9796379329312356e-4,0.002100796741032375,UK,0.30325288562434416
UKZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,UK,NA
UKZZ,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,UK,NA
UKM8,35215,105260,1393880,70040,NA,1499215,NA,0.07021007660675754,0.04671778230607351,0.023488959221992844,0.004929454857126763,0.0021825511835976753,5.517312053324427e-4,UK,0.6653999619988599
UKM7,72180,157665,1749655,85485,NA,1907425,NA,0.08265855800359123,0.044816965280417315,0.03784159272317391,0.0068324372112330565,0.002008560376946131,0.0014319861398265686,UK,0.5421938921130244
UKM9,14405,31605,915060,17195,NA,946700,NA,0.03338438787366642,0.018163092848843352,0.015216013520650681,0.0011145173536994055,3.2989794183570454e-4,2.3152706746062433e-4,UK,0.5440594842588199
HU11,78609,126009,1600585,47400,NA,1729040,NA,0.07287801323277657,0.027414056354971544,0.04546395687780502,0.005311204812756757,7.515304858335557e-4,0.0020669713749869147,HU,0.37616360736137894
HU12,45407,57019,1158918,11612,NA,1217476,NA,0.046833777421485104,0.009537765015491065,0.03729601240599404,0.002193402707565208,9.096896149072528e-5,0.0013909925413880613,HU,0.20365141444080045
